altmetric_id,mendeley_readers,citeulikereaders,blog_users,blogs_posts_count,news_unique_users,total_posts_count,wiki_posts_count,facebook_users,facebook_posts,twitter_users,twitter_posts,other_articles,mean,rank,perc,scored_higher_than,sample_size,users_lecturer,users_student_pg,users_student_phd,users_student_doct,users_researcher,users_other,users_prof_assoc,users_prof,users_medi,users_ss,users_psych,users_earth,users_agri,users_arts,users_id,users_au,altmetric_score,altmetric_score_1y,altmetric_score_6m,altmetric_score_3m,altmetric_score_1m
2115792,619,40,38,50,8,11962,1,197,205,9970,11508,5187004,6.12413708,1,99,5187051,5187004,13,166,33,157,39,46,27,83,24,44,9,270,3,48,3,18,7983.364,2372.846,1246.53,229.93,24.35
2116224,285,4,23,24,53,311,11,14,16,165,189,5180928,6.119831603,1351,99,5179635,5180928,4,87,15,61,11,21,16,12,40,2,20,168,18,16,0,1,755.684,33.38,16.58,10,2
2118337,521,0,1,1,3,87,0,8,11,54,66,5181074,6.119711512,56180,98,5124910,5181074,5,106,33,65,17,23,9,82,27,5,1,27,4,11,1,6,80.492,45.492,22.5,11,1
2119701,122,1,2,2,8,38,1,0,0,25,27,5094648,6.036925692,44275,99,5050363,5094648,1,25,9,31,8,4,5,39,27,4,3,6,1,3,1,4,93.838,2.95,1,1,1
2131258,401,0,1,1,8,44,4,0,0,28,28,5168622,6.102361575,41958,99,5126662,5168622,5,121,15,59,8,31,30,3,2,1,183,118,0,18,1,5,100.15,11,3,0,0
2132804,132,0,7,8,14,105,3,4,4,72,75,5181074,6.119711512,14679,99,5166411,5181074,2,20,9,27,9,7,6,99,4,5,1,33,1,2,1,2,210.42,43.95,16.6,6,3
2142631,596,0,1,1,0,2,0,0,0,1,1,4709491,5.713425471,611819,86,4093959,4709491,10,180,39,111,14,46,35,17,149,15,31,39,16,35,3,17,7.5,0,0,0,0
2153410,936,0,4,4,1,11,5,0,0,1,1,5187054,6.124128646,117935,97,5069124,5187054,14,258,67,142,36,81,41,30,182,346,6,56,7,63,8,17,42.28,1,0,0,0
2153427,753,1,2,2,3,48,6,2,2,30,31,5184101,6.120605763,77242,98,5107019,5184101,7,220,39,136,18,27,22,38,22,4,12,517,12,28,1,25,62.154,51.558,0,0,0
2156018,3552,15,22,26,15,261,0,5,5,193,210,5181074,6.119711512,5313,99,5175812,5181074,19,1095,139,699,84,116,56,253,4,17,1,2690,4,110,4,39,388.316,139.076,40.85,29.1,0
2156035,196,6,6,6,17,165,1,0,0,114,137,5119890,6.059476498,10879,99,5109013,5119890,4,53,4,67,10,10,6,37,2,1,1,124,2,8,1,5,249.894,10.504,8.504,0,0
2156937,37,4,55,63,49,866,0,29,29,585,663,5180664,6.119978228,437,99,5180283,5180664,7,55,19,38,14,14,14,86,54,34,1,43,5,20,3,3,1230.458,259.386,125.242,54.45,23.45
2157755,504,11,5,5,1,106,0,1,1,81,96,5186943,6.124126568,47158,99,5139827,5186943,3,142,13,149,20,24,15,11,3,0,3,330,1,35,6,8,92.292,12.5,0.5,0.5,0.5
2165587,300,0,10,41,5,275,0,7,7,167,174,5187054,6.124128646,8961,99,5178103,5187054,5,84,9,71,19,21,11,17,4,2,3,115,5,13,1,5,290.506,6.05,1,0,0
2171228,517,0,2,2,1,10,0,0,0,7,7,4505617,5.102056526,102430,97,4403207,4505617,11,124,37,60,12,30,15,19,116,9,25,50,23,15,2,5,33.104,0,0,0,0
2174209,290,1,3,3,4,51,0,1,1,41,43,5068387,6.004417469,46251,99,5022219,5068387,1,59,12,36,15,12,13,1,50,2,12,33,5,8,1,9,89.888,2,0,0,0
2179885,588,1,3,4,0,11,3,3,3,1,1,4941671,5.861618305,154015,96,4787650,4941671,5,140,32,82,8,29,25,80,14,4,4,334,2,17,2,5,29.33,0,0,0,0
2182375,610,2,3,3,1,6,1,0,0,0,0,5045006,5.975211033,153054,96,4891954,5045006,15,150,29,172,20,31,19,1,12,2,24,398,5,19,4,12,30.88,0,0,0,0
2188700,486,0,1,1,2,9,1,0,0,5,5,5098110,6.04083628,163196,96,4934971,5098110,5,77,30,80,25,16,26,178,14,104,1,137,7,7,2,15,29.578,17.5,15,15,15
2190458,1424,0,2,3,2,43,0,0,0,1,1,5187054,6.124128646,120025,97,5067040,5187054,23,328,89,122,27,67,42,1,157,1,2,3,16,23,2,12,41.552,8,0,0,0
2192085,970,0,1,1,1,5,0,0,0,2,3,4873658,5.802604818,236784,95,4637448,4873658,6,261,52,229,19,77,48,1,27,4,56,479,4,101,3,11,18.748,13,0,0,0
2193036,468,2,1,1,1,4,2,0,0,0,0,5153949,6.0935033,257148,94,4894981,5153949,5,151,43,63,11,28,14,13,90,187,6,19,7,17,2,7,19,7,7,7,0
2194009,0,0,1,1,0,2,1,0,0,0,0,5190687,6.12617051,465366,91,4725296,5190687,0,55,8,62,17,32,29,13,25,6,2,34,30,25,2,12,10.912,0,0,0,0
2196819,214,2,14,28,21,710,2,51,57,405,470,5181074,6.119711512,1957,99,5179126,5181074,4,32,11,45,16,7,12,63,19,12,4,68,1,13,2,4,640.128,123.99,91.59,54.16,31.16
220138,138,0,7,7,6,219,3,2,2,182,198,5183781,6.120547774,11740,99,5172046,5183781,6,30,7,21,6,6,11,9,15,57,2,43,1,4,0,7,243.876,91.53,58.58,19.48,10.93
220148,611,8,3,6,0,246,0,3,3,218,235,5190687,6.12617051,19885,99,5170808,5190687,10,90,28,68,44,27,13,334,40,35,1,115,4,15,7,22,172.012,1.35,0,0,0
220448,211,5,6,13,7,68,1,25,26,15,16,5174102,6.105731411,30909,99,5143220,5174102,3,30,10,34,17,9,12,56,2,2,1,100,2,3,2,3,125.102,47.16,40.58,13,0
220790,688,10,3,3,1,20,0,3,3,13,13,4681163,5.698796693,102298,97,4579201,4681163,4,142,32,198,36,37,34,3,96,1,43,236,11,27,3,23,40.038,0,0,0,0
221030,167,3,4,6,1,47,0,1,1,34,37,5181074,6.119711512,66669,98,5114442,5181074,1,44,13,20,1,12,5,43,22,8,1,6,5,9,1,2,70.236,21,8.15,8.15,8.15
221065,466,1,9,10,5,90,2,10,10,49,54,5131050,6.071146647,22983,99,5108077,5131050,7,86,31,102,37,41,21,281,19,19,1,96,4,21,3,13,152.882,35.2,22.25,10.25,10.25
221209,422,6,5,6,1,33,0,7,7,16,17,5124816,6.064581767,69600,98,5055250,5124816,15,49,43,75,39,49,24,178,60,127,1,19,6,19,1,10,66.458,10.33,5.33,5.08,5.08
221441,1040,2,8,9,7,64,1,6,6,29,33,5180928,6.119831603,23516,99,5157558,5180928,17,190,113,111,48,47,30,131,70,734,0,55,8,30,11,15,153.032,71.664,29,21,20
221463,401,3,1,1,5,60,2,12,12,30,38,5178306,6.11767133,50512,99,5127859,5178306,6,82,25,72,32,26,16,159,56,37,2,72,2,32,4,8,87.35,23,1.75,1.5,0
221604,912,0,5,5,1,106,0,3,3,76,84,5190641,6.126072083,40201,99,5150478,5190641,38,137,69,138,57,86,82,510,223,16,1,38,10,27,6,16,104.124,38.04,19.14,19.14,1.85
221684,206,7,3,3,1,11,2,2,2,3,3,5040723,5.964965825,117199,97,4923636,5040723,2,67,22,41,7,11,10,28,7,131,1,28,1,18,2,1,40.12,10,10,0,0
222055,1331,24,3,3,0,90,1,4,5,78,79,5187054,6.124128646,54388,98,5132664,5187054,23,387,47,380,31,146,70,99,22,23,34,673,5,103,7,39,82.678,21.6,12.1,8.85,0
222155,203,4,4,4,1,15,0,2,2,7,7,4507280,5.133692452,87407,98,4420011,4507280,5,48,13,46,12,12,13,16,23,51,1,72,5,12,2,12,39.042,0,0,0,0
222551,1977,17,0,0,1,9,2,1,2,4,4,5137705,6.077678369,337869,93,4798484,5137705,12,688,123,473,41,108,53,57,5,2,51,1462,8,123,12,19,14.5,9.5,9.5,0,0
222882,442,1,6,7,1,94,1,36,40,35,40,5180722,6.109528412,43106,99,5137302,5180722,12,53,31,71,24,19,15,133,6,5,5,195,2,9,2,5,98.43,44.782,28.3,13.6,1.25
223015,4195,65,1,2,0,27,2,4,4,17,17,5181074,6.119711512,222913,95,4957988,5181074,33,1549,161,1124,66,228,95,336,6,8,2,3161,3,196,9,68,22.15,4,4,4,1
223092,4112,175,5,5,1,44,14,0,0,19,20,5181074,6.119711512,83329,98,5097795,5181074,23,1292,192,791,68,186,95,99,15,3,16,3165,7,124,18,72,58.252,5.75,3,3,3
223137,34131,175,11,15,1,42,5,3,3,11,11,5179924,6.119386088,45475,99,5134528,5179924,396,8491,1728,6406,914,1485,929,808,136,64,38,30929,59,773,45,239,94.666,47.016,27.756,26.756,5.256
223179,556,35,7,8,4,17,0,0,0,4,4,5142021,6.080728349,51084,99,5091206,5142021,3,169,21,165,25,44,23,44,3,1,3,430,4,42,3,7,85.438,7.008,0,0,0
223227,17143,130,11,13,0,30,3,1,1,3,3,5181074,6.119711512,54009,98,5127103,5181074,176,3863,831,3220,459,715,430,252,16,5,10,16070,7,376,20,116,83.016,3,3,0,0
223337,1184,47,0,0,0,3,1,0,0,1,1,4702736,5.71279724,690362,85,4009636,4702736,13,381,60,293,23,75,49,19,1,1,7,967,2,68,6,21,6.5,0,0,0,0
224631,397,2,4,5,5,28,1,5,5,11,11,5141511,6.080715166,56441,98,5085075,5141511,13,99,30,56,12,25,10,38,64,206,4,11,4,17,3,17,79.048,20.416,13.416,13.416,8.336
224640,280,4,11,11,11,95,4,11,14,48,49,5187004,6.12413708,15159,99,5171882,5187004,6,37,12,44,18,19,6,133,15,6,0,89,1,6,4,9,206.392,73.758,58.828,56.978,0
224816,726,1,1,1,0,6,1,0,0,4,4,5039474,5.964462927,336423,93,4702364,5039474,7,169,45,172,24,53,51,3,6,2,13,615,1,32,2,8,14.066,0,0,0,0
225314,1096,42,5,7,1,22,7,1,1,5,6,5187054,6.124128646,104925,97,5082139,5187054,5,292,32,324,39,101,62,109,7,6,1,796,2,61,2,39,47.348,12.784,4,3,0
225340,1623,0,7,9,1,18,6,0,0,0,0,5180664,6.119978228,83314,98,5097587,5180664,42,469,109,184,40,140,61,31,184,1004,1,47,27,93,6,43,58.264,23.08,4,0,0
225423,313,19,13,16,9,63,4,1,1,23,25,5181074,6.119711512,18739,99,5162369,5181074,3,58,12,45,9,12,17,4,1,1,32,199,1,12,2,2,178.354,84.5,68.4,58.4,0
225813,1515,3,12,13,9,33,1,2,2,4,5,5114651,6.054304773,18629,99,5096034,5114651,13,370,54,325,40,99,70,7,25,1,254,708,3,77,8,14,174.936,27.02,19.02,12.02,12.02
225827,882,7,8,8,0,19,1,0,0,8,10,5067967,6.002901805,79517,98,4988446,5067967,25,278,54,133,44,50,48,19,158,294,6,64,23,64,7,27,58.198,5,4,0,0
227922,554,2,0,0,1,18,1,0,0,15,15,5026115,5.953515798,199989,96,4825898,5026115,16,125,39,139,21,36,26,213,180,38,1,8,9,12,1,40,23.35,9.5,9.5,9.5,0
2208624,121,0,4,4,8,385,0,4,4,323,368,5190641,6.126072083,7159,99,5183528,5190641,1,23,8,29,10,11,10,55,12,10,1,8,3,7,1,2,330.7,2.6,0,0,0
2211994,263,0,1,1,2,7,1,0,0,3,3,5051149,5.976242629,171071,96,4880105,5051149,9,91,13,52,8,21,15,3,24,72,1,56,4,27,1,6,27.58,0,0,0,0
2215295,86,0,12,14,39,222,1,9,9,138,147,5181074,6.119711512,2830,99,5178253,5181074,3,18,5,19,3,7,1,3,2,14,1,49,1,3,0,1,538.772,17.5,7.25,2.25,2.25
2215700,494,16,27,28,55,531,3,35,35,371,392,5181074,6.119711512,792,99,5180283,5181074,1,148,11,112,19,29,21,12,5,0,1,388,1,26,2,8,953.178,21.712,5.608,5.608,0
2223509,333,1,1,1,0,274,4,1,1,191,265,5181074,6.119711512,24015,99,5157075,5181074,6,46,17,58,19,7,11,80,23,2,6,158,3,8,2,9,150.798,40.75,40.75,37.75,1.35
2224077,900,3,3,3,3,139,5,19,20,89,106,5187054,6.124128646,33565,99,5153491,5187054,13,121,32,111,55,30,17,392,34,3,4,331,11,20,1,10,118.268,3,3,0,0
2231607,480,16,11,12,16,208,1,6,6,155,169,5181074,6.119711512,7347,99,5173736,5181074,2,140,12,154,16,45,26,53,3,14,1,333,2,29,2,9,325.322,4,4,0,0
2236405,274,1,3,3,6,61,2,0,0,44,45,5187054,6.124128646,37616,99,5149436,5187054,1,53,18,44,12,12,18,36,12,137,1,50,5,11,1,4,109.18,85.93,31.75,23,12
2246394,980,0,1,1,1,7,1,0,0,3,3,4823705,5.758230668,202064,95,4621695,4823705,9,223,41,155,22,39,33,7,24,3,25,575,7,57,11,8,21.458,3,0,0,0
2248134,225,1,1,1,1,14,1,0,0,9,9,5047583,5.975481891,177995,96,4869598,5047583,3,46,7,46,15,17,15,45,14,3,4,78,4,13,1,3,26.492,0,0,0,0
2256474,1029,7,5,5,11,21,3,0,0,1,1,5181074,6.119711512,31096,99,5149994,5181074,7,323,47,220,37,65,30,73,7,2,17,342,16,34,4,16,125.028,106.528,106.528,106.528,96.528
2264349,743,0,0,0,2,5,1,1,1,1,1,5035251,5.960350815,205945,95,4829009,5035251,17,270,70,81,8,66,28,6,79,491,1,14,4,38,2,20,22.75,17,17,0,0
2268643,1146,16,1,2,1,4,1,0,0,0,0,4176551,5.120244314,178195,95,3998610,4176551,26,313,42,239,30,74,64,47,36,410,2,159,29,58,5,48,18.144,0,0,0,0
2273501,591,5,1,1,0,5,2,0,0,2,2,5141487,6.080691902,430532,91,4710948,5141487,12,104,61,89,49,36,20,338,11,106,0,58,3,10,3,11,11.57,7.57,5.32,0,0
2273628,766,0,1,1,0,2,0,0,0,0,0,5144418,6.081960217,654928,87,4489569,5144418,26,96,43,129,113,45,32,676,24,29,1,59,3,4,6,23,8.008,0,0,0,0
2276693,408,3,17,18,16,191,0,7,7,132,140,5181423,6.119995736,7093,99,5174460,5181423,5,125,23,97,17,22,22,34,5,29,1,289,2,17,2,10,331.414,32.63,15.55,0,0
2277513,459,0,1,1,0,12,0,1,1,9,9,5040289,5.964342611,324933,93,4714550,5040289,11,159,47,45,8,31,13,3,385,4,1,4,35,28,1,16,14.58,6.5,0,0,0
2278704,999,17,48,66,10,1432,5,45,50,1040,1222,5187054,6.124128646,440,99,5186615,5187054,7,317,36,272,52,90,71,89,25,36,8,611,2,150,3,10,1229.726,105.468,50.97,21.87,8
2289823,2709,1,1,1,0,3,2,0,0,0,0,3670523,4.94989906,397567,89,3272510,3670523,56,1038,265,303,37,239,98,81,367,1290,2,48,22,133,14,43,8.008,0,0,0,0
234065,529,3,1,1,2,19,1,0,0,13,14,5137705,6.077678369,117293,97,5020414,5137705,7,68,34,58,29,16,11,225,69,2,5,108,6,4,1,2,41.802,12.5,0.5,0,0
234070,716,13,15,16,11,79,2,3,4,35,37,5187054,6.124128646,12602,99,5174462,5187054,6,165,34,176,26,50,29,139,9,29,3,457,2,49,1,16,233.442,8.024,1,1,0
234919,563,10,3,3,1,9,1,0,0,2,2,5045059,5.975243971,136749,97,4908326,5045059,7,165,20,168,15,46,33,10,1,2,4,506,1,25,1,9,34.548,5,0,0,0
236073,450,3,1,1,1,12,1,1,2,3,5,5021388,5.947613131,200036,96,4821448,5021388,9,116,13,118,11,34,28,116,1,1,1,291,2,15,2,8,23.322,0.5,0,0,0
237065,0,0,2,2,3,33,2,2,2,19,19,5165331,6.099975391,76277,98,5089042,5165331,5,41,19,19,12,16,7,9,49,100,0,8,3,7,3,6,62.4,38,13,13,4
237468,143,2,1,1,1,10,1,0,0,7,7,5165331,6.099975391,183934,96,4981136,5165331,3,33,5,43,4,11,7,1,5,1,3,86,1,11,1,2,26.75,7,7,0,0
238299,31050,129,6,6,0,26,1,3,3,9,10,5141487,6.080691902,93522,98,5047963,5141487,352,7380,1535,5844,910,1295,802,662,45,30,32,28685,24,588,39,238,51.872,3,3,3,0
238302,2877,81,5,8,0,27,1,0,0,6,6,5148263,6.086726062,84254,98,5064223,5148263,13,996,129,807,78,137,71,103,8,2,3,2317,2,154,11,47,57.08,7.5,4,0,0
238304,37458,113,4,6,1,19,6,1,1,2,2,4382167,4.859941043,77649,98,4304473,4382167,449,8258,1792,6229,1176,1535,991,908,287,94,64,33498,104,623,46,265,39.15,0,0,0,0
238346,358,22,3,4,0,6,0,0,0,1,1,4680920,5.698715499,185103,96,4495960,4680920,6,90,9,108,21,31,12,25,18,3,4,180,2,34,1,12,22.394,0,0,0,0
238533,2289,143,6,7,0,22,4,0,0,4,4,5042243,5.975430969,95235,98,4947027,5042243,10,785,94,535,76,83,47,73,4,3,3,1805,4,146,6,41,49.074,5.008,0,0,0
239260,1216,3,7,7,5,27,1,2,2,9,9,5183409,6.120454183,37272,99,5146437,5183409,27,329,156,138,34,69,35,41,353,517,1,32,23,89,7,21,109.814,59.526,11.254,8.754,0.25
239276,201,8,3,3,1,7,1,0,0,2,2,5190687,6.12617051,169238,96,5021455,5190687,3,46,7,52,8,19,15,7,1,1,1,167,1,14,2,5,29.432,0,0,0,0
239455,747,3,3,3,0,6,1,1,1,1,1,4725905,5.596317857,172828,96,4553074,4725905,4,188,28,147,16,47,39,1,2,2,13,677,1,26,3,10,23.818,0,0,0,0
239456,937,7,5,5,0,8,2,1,1,0,0,3629240,4.935835567,72333,98,3556927,3629240,11,221,41,228,25,51,46,7,3,3,11,835,3,27,3,9,35.09,0,0,0,0
239799,377,2,1,1,8,45,0,1,1,31,34,5181074,6.119711512,50388,99,5130700,5181074,5,97,23,93,11,19,19,3,36,2,51,67,4,23,3,2,87.6,46,46,46,46
2300218,695,15,39,46,70,2002,2,127,131,1630,1702,5189403,6.12520309,80,99,5189438,5189403,36,180,52,82,36,73,42,35,150,241,2,72,17,60,4,20,2293.354,512.522,346.38,186.146,99.426
2300920,190,1,11,11,12,308,1,26,26,237,250,5190090,6.1256812,5535,99,5184577,5190090,4,54,4,21,8,13,8,5,20,90,1,11,7,10,0,2,381.038,10.4,1.85,1.85,0.85
2302032,397,0,2,2,2,8,1,0,0,2,2,5180928,6.119831603,166508,96,5014540,5180928,6,57,16,57,16,13,10,128,25,2,5,171,4,11,0,7,29.862,16.016,0,0,0
2312822,631,0,2,2,3,150,1,2,2,122,128,5177673,6.106933594,28402,99,5149373,5177673,4,148,29,171,39,46,43,83,14,11,40,296,7,16,1,13,133.198,0,0,0,0
2321239,256,0,4,4,14,204,1,5,7,140,171,5187054,6.124128646,12174,99,5174892,5187054,8,38,14,63,13,17,10,146,38,6,3,26,5,5,2,6,238.586,14.33,5.08,5.08,5.08
2333280,964,19,42,44,89,1005,12,19,19,709,749,5187004,6.12413708,213,99,5186837,5187004,3,319,31,199,30,34,29,35,4,2,5,624,2,62,3,19,1627.56,39.788,21.33,20.08,0
2349950,718,1,1,1,0,16,0,0,0,7,15,5163226,6.099282123,433023,91,4730192,5163226,14,206,78,38,12,36,24,2,91,11,2,5,8,11,3,12,11.572,1.75,1.5,1.5,1
2366456,71,1,3,4,0,6,2,0,0,0,0,3931252,5.018027622,163853,95,3763061,3931252,3,8,8,15,4,6,6,6,24,4,0,3,1,2,1,1,18.04,0,0,0,0
2377684,321,1,1,1,0,2,1,0,0,0,0,4304920,4.980670492,338806,92,3966163,4304920,9,79,18,54,9,15,17,9,18,184,1,16,3,27,3,5,10.416,0,0,0,0
2380178,280,0,1,1,1,5,1,0,0,2,2,4725882,5.583326651,210180,95,4515693,4725882,5,58,21,37,11,9,7,49,64,34,4,46,6,11,1,7,19.58,1,0,0,0
2383815,572,0,1,1,1,6,0,0,0,3,3,5182393,6.120430243,237931,95,4944314,5182393,6,96,35,38,11,25,15,1,107,8,4,4,14,7,3,9,20.8,11,7,7,7
2385780,1955,5,0,0,0,12,1,0,0,9,9,5168087,6.102575283,340699,93,4826016,5168087,36,503,119,165,39,82,40,7,50,9,8,15,10,10,3,19,14.5,6.5,4.65,4.4,4.4
2389156,1069,4,16,16,35,511,3,41,42,361,395,5190687,6.12617051,1735,99,5188950,5190687,8,273,46,256,53,46,46,6,17,2,42,677,1,45,4,19,675.288,61.276,30.326,20.66,12.66
2391103,228,36,1,1,0,11,1,0,0,9,9,5085280,6.024117797,271312,94,4813987,5085280,3,33,4,43,25,13,13,31,47,5,1,28,11,19,6,12,17.72,3.7,0.25,0.25,0
240574,468,0,9,30,11,108,1,14,15,47,47,5187004,6.12413708,15504,99,5171533,5187004,11,56,35,65,17,29,10,185,79,24,3,95,6,14,3,9,203.12,113.38,65.5,27.7,0
240756,688,1,5,5,12,155,1,30,36,69,75,5187054,6.124128646,13967,99,5173090,5187054,13,174,65,78,25,37,32,27,65,491,0,21,7,34,4,11,217.734,123.9,95.25,22.25,17
240759,1181,6,8,8,5,81,3,18,18,41,43,5180375,6.120093088,27011,99,5153366,5180375,13,308,84,202,44,70,54,349,16,208,1,493,4,52,2,19,138.554,26.33,15.5,3.25,1
241979,452,4,3,4,3,128,2,8,8,102,104,5187054,6.124128646,26990,99,5160077,5187054,3,116,21,107,19,32,18,97,8,4,2,283,3,20,2,8,138.862,0,0,0,0
242752,277,4,1,1,0,5,0,0,0,4,4,5041086,5.964734721,410049,91,4630978,5041086,5,41,15,18,12,17,5,3,113,5,1,8,25,32,3,15,11.78,0,0,0,0
242764,625,4,1,1,4,11,3,0,0,2,2,5067569,6.00179033,97292,98,4970242,5067569,13,163,16,114,28,42,37,15,118,25,69,314,38,40,1,16,48.58,5.08,0,0,0
242921,264,2,6,6,4,19,1,0,0,7,7,5040723,5.964965825,51104,98,4989736,5040723,2,59,7,80,8,15,13,2,21,1,15,125,2,16,1,6,82.074,0,0,0,0
243697,2175,29,39,43,23,421,13,34,34,264,288,5184391,6.121488091,1694,99,5182782,5184391,31,436,99,459,85,133,136,20,16,8,62,1663,6,86,10,39,681.32,164.886,96.626,84.096,43.096
243736,498,1,3,3,6,14,1,1,1,2,3,5180722,6.109528412,57076,98,5122568,5180722,14,107,41,80,12,26,17,16,3,1,7,414,0,18,1,3,79.382,20.5,8,8,0
244442,338,6,6,8,3,217,2,14,14,164,188,5181074,6.119711512,13513,99,5167624,5181074,5,79,8,77,33,26,18,76,6,6,3,204,2,29,0,0,222.43,3.85,2.85,0,0
244443,499,10,19,22,20,175,0,5,5,109,111,5187054,6.124128646,4742,99,5182324,5187054,2,139,25,141,13,40,24,7,71,17,98,104,9,30,5,4,413.942,71.712,20.296,7.288,0
244642,360,3,19,24,10,44,0,0,0,8,9,5124816,6.064581767,12340,99,5112482,5124816,2,88,19,64,18,22,20,4,96,4,37,46,9,27,1,5,231.284,59.228,33.228,0.5,0
244888,227,3,9,9,6,147,1,8,8,88,117,5187004,6.12413708,15869,99,5171177,5187004,1,35,5,38,8,6,9,19,9,2,3,147,1,11,1,0,199.854,55.47,4,2.5,0
245595,353,10,14,14,10,90,4,5,5,44,48,5185875,6.123009515,12947,99,5172994,5185875,2,92,10,95,12,29,28,24,26,10,6,250,15,29,1,5,229.278,51.35,46.35,22.5,3
245720,267,3,1,1,1,4,0,0,0,0,0,4680920,5.698715499,299776,93,4381297,4680920,10,57,14,48,21,19,12,60,6,5,11,68,3,10,1,9,14.074,0,0,0,0
245848,378,18,2,4,1,199,0,0,0,165,190,5187054,6.124128646,20603,99,5166464,5187054,13,131,20,48,9,30,11,4,136,14,17,3,9,25,3,11,167.886,4.7,4.7,0,0
245990,380,1,5,5,7,65,0,2,2,37,42,5141561,6.080603944,24906,99,5116725,5141561,8,70,23,75,31,31,29,143,30,15,4,101,2,16,2,10,144.902,54.25,1.25,1,0
246001,517,0,3,4,2,41,0,2,2,29,30,5186943,6.124126568,76389,98,5110572,5186943,12,101,31,85,21,28,28,223,90,27,1,81,5,17,4,10,62.788,8,8,8,8
246020,957,0,12,14,13,91,0,4,4,53,54,5187054,6.124128646,12702,99,5174365,5187054,15,187,54,133,31,51,37,360,148,73,8,197,18,21,6,14,232.124,93.754,34.35,2.35,0
246119,878,0,5,6,4,79,1,3,3,45,63,5181074,6.119711512,35617,99,5145474,5181074,11,184,56,122,33,49,24,355,94,73,2,190,10,25,3,24,113.384,25,25,10,7
246179,510,6,1,1,1,40,0,4,4,27,30,4720152,5.698204092,108879,97,4611358,4720152,8,215,35,79,12,29,17,15,7,4,14,60,2,29,2,6,38.088,0,0,0,0
246309,1703,43,29,35,3,279,0,6,6,191,213,5181074,6.119711512,5310,99,5175827,5181074,32,581,64,481,47,120,65,189,31,562,3,652,9,119,12,55,388.376,76.876,5.85,5.85,3.6
246610,393,3,4,4,4,16,1,0,0,5,5,5044993,5.975022924,56893,98,4988104,5044993,4,68,12,88,24,20,12,12,5,2,7,303,1,40,2,9,75.946,10,10,10,0
248180,852,7,20,22,14,446,2,31,34,332,349,5181137,6.119982068,2421,99,5178720,5181137,11,189,33,161,42,32,34,159,15,52,5,501,4,41,0,3,579.626,75.854,38.85,34.25,8
248442,358,0,10,19,9,409,1,84,90,211,276,5181137,6.119982068,6607,99,5174534,5181137,7,62,24,53,26,10,12,75,15,4,4,164,4,14,4,3,344.618,83.35,51.15,38.45,1.25
248448,175,1,2,2,2,41,2,9,9,22,25,5154018,6.0935549,91197,98,5062823,5154018,3,10,15,22,12,7,1,106,3,5,2,43,1,2,1,4,53.33,24.83,15.83,0,0
248977,1303,15,16,16,5,127,1,1,1,86,90,5187004,6.12413708,13461,99,5173585,5187004,6,374,45,381,33,112,48,137,3,12,1,897,0,68,2,20,223.354,18.216,0,0,0
249560,323,1,1,1,7,44,0,13,14,19,19,5174102,6.105731411,49557,99,5124587,5174102,3,51,12,50,19,11,10,85,8,32,2,154,3,9,3,6,88.44,29,27.25,12,0.5
249861,892,22,11,11,8,253,1,11,12,194,208,5187054,6.124128646,7918,99,5179146,5187054,9,244,36,182,29,41,28,97,6,2,10,562,3,31,3,10,312.924,33.08,29.13,25.58,0.25
2403096,313,8,2,2,9,14,1,1,1,1,1,5148574,6.086609024,51679,98,5096948,5148574,7,72,15,83,24,19,17,17,15,9,6,196,1,7,0,6,84.866,0.25,0.25,0,0
2409876,1270,7,4,4,2,14,4,0,0,2,2,5068226,6.002987002,95136,98,4973088,5068226,12,336,73,225,45,59,40,335,9,181,2,513,4,35,2,26,49.582,38,7,7,0
2427232,4409,23,3,3,0,15,3,3,3,5,5,5021506,5.947680814,168586,96,4852914,5021506,30,1359,232,891,101,208,112,598,11,8,7,3305,8,121,8,55,27.666,2,0,0,0
2427410,277,0,1,1,1,4,2,0,0,0,0,4400162,4.839374838,148806,96,4251491,4400162,3,73,30,31,9,34,8,6,18,211,0,10,3,19,2,6,21.52,0,0,0,0
2430922,756,13,5,5,9,183,1,2,2,131,154,5181074,6.119711512,15868,99,5165221,5181074,3,248,29,221,30,39,20,101,3,1,0,504,1,44,2,9,199.594,52.25,4.25,4.25,0
2447362,300,0,7,9,7,397,1,13,13,326,348,5190641,6.126072083,6090,99,5184566,5190641,5,84,9,71,19,21,11,17,4,2,3,115,5,13,1,5,362.586,133.5,33.8,22.15,0.25
2450286,267,2,2,2,1,145,1,4,4,117,132,5187054,6.124128646,34137,99,5152920,5187054,5,79,16,50,6,11,20,15,12,128,1,66,7,8,2,6,116.906,6.7,4,3,0
2452307,1856,0,1,1,0,9,4,0,0,3,3,4964102,5.880446543,275129,94,4688968,4964102,47,540,147,196,43,123,54,62,244,881,2,80,31,77,6,49,16.77,4,3,0,0
2455817,523,0,4,5,1,46,1,0,0,37,39,5190641,6.126072083,70555,98,5120100,5190641,6,137,21,88,18,28,17,11,69,26,64,101,12,21,10,7,67.204,26.85,3,3,0
2456106,508,3,1,1,0,17,0,1,1,10,11,5067604,6.00151916,240078,95,4827520,5067604,8,96,42,67,21,26,15,232,147,20,1,26,8,18,2,10,19.824,13.374,2.35,0,0
2462839,430,0,1,1,1,8,1,0,0,0,0,5035251,5.960350815,212387,95,4821679,5035251,8,61,25,90,19,23,14,244,85,6,0,26,9,9,0,8,22,6,3,0,0
